StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q85,Q86,Q87,Q88,Q88_4_TEXT,Q89,Q89_4_TEXT,Q90,Q90_6_TEXT,Q92,Q92_6_TEXT,Q148,Q148_6_TEXT,Q151,Q151_6_TEXT,Q149,Q150,Q2,Q4_1,Q93,Q94_1,Q95,Q96_1,Q97,Q98_1,Q99,Q100_1,Q101,Q102_1,Q103,Q104_1,Q105,Q106_1,Q107,Q109,Q108_1,Q110,Q111,Q112_1,Q116,Q117_1,Q118,Q119_1,Q120,Q121_1,Q122,Q123_1,Q124,Q125_1,Q126,Q127_1,Q128,Q129_1,Q130,Q131_1,Q132,Q133_1,Q134,Q135_1,Q136,Q137_1,Q138,Q139_1,Q140,Q141_1,Q142,Q143_1,Q144,Q145_1,Q146,Q147_1
2025-04-11 16:07:51,2025-04-11 16:26:54,IP Address,87.255.216.84,100,1142,True,2025-04-11 16:26:54,R_4xXEBytHlfOmpfX,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Кейде қолданамын,Жиі қолданамын,Ұят,Орташа,Қуаныш,Өте күшті,Кінә,Әлсіздеу,Қайғы,Орташа,Ашу,Күштілеу,Ризашылық,Күштілеу,Үрей,Өте күшті,Реңіш,Күштілеу,,Сатқындық,Күштілеу,Іштарлық,,Орташа,Реңіш,Өте күшті,Кінә,Өте күшті,Кінә,Күштілеу,Қайғы,Өте күшті,Қуаныш,Өте күшті,Кінә,Күштілеу,Кінә,Орташа,Қайғы,Күштілеу,Ашу,Әлсіздеу,Қайғы,Орташа,Кінә,Өте күшті,Қуаныш,Орташа,Кінә,Күштілеу,Кінә,Күштілеу,Қуаныш,Күштілеу,Қайғы,Орташа
2025-04-11 16:58:10,2025-04-11 17:11:38,IP Address,38.91.100.251,100,808,True,2025-04-11 17:11:39,R_3WtMVdhviiBcBu9,,,,,40.7126,-74.0066,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс,Түрік",,"Қазақ,Орыс",,Қазақ,,Қазақ,,Жиі қолданамын,Үнемі қолданамын,Ыңғайсыздық,Орташа,Қуаныш,Өте күшті,Ыңғайсыздану,Орташа,"Өкініш, қаймығу",Өте күшті,Ашу,Өте күшті,Ризашылық сезімі,Күштілеу,"Қорқыныш, үрей",Өте күшті,"Өкініш, қаймығу",Күштілеу,"Ұялу, өкіну",,Өте күшті,,Ұялу,Күштілеу,"Өкініш, қорқыныщ",Өте күшті,Өзін-өзі кінәлау,Өте күшті,Шүкіршілік,Орташа,Жалғыздық,Күштілеу,Мақтаныш,Өте күшті,Өкініш,Өте күшті,Ұялу,Өте күшті,Қимастық,Өте күшті,"Ұялу, өкіну",Өте күшті,Жиіркеніш,Күштілеу,"Қайғы, өкініш",Өте күшті,Ұялу,Әлсіздеу,"Өзін-өзі кінәлау, өкіну",Өте күшті,"Ұялу, кінәлау",Өте күшті,"Қуаныш, мақтаныш",Күштілеу,Өкініш,Күштілеу
2025-04-11 17:08:26,2025-04-11 17:22:30,IP Address,172.225.224.92,100,843,True,2025-04-11 17:22:31,R_2qee91jV7YOLrgZ,,,,,47.5,19.0412,anonymous,EN,Келісемін,18-25,Магистр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Үнемі қолданамын,Үнемі қолданамын,Қорқыныш,Өте күшті,Қуаныш,Өте күшті,Бейғамдық,Орташа,Қанағаттанбау,Күштілеу,ашу,Орташа,gratitude,Өте күшті,fear,Өте күшті,"dissapointment ",Өте күшті,,shame,Өте күшті,,"awkwardness ",Күштілеу,Anger,Өте күшті,idk,Орташа,sadness,Күштілеу,relief,Күштілеу,sense of achievement,Күштілеу,өкініш,Күштілеу,ұят,Өте күшті,"frustration ",Күштілеу,guilt,Күштілеу,disgust,Күштілеу,guilt,Күштілеу,guilt,Күштілеу,үмітсіз,Орташа,guilt - shame,Өте күшті,relief,Өте күшті,"helpless ",Күштілеу
2025-04-11 17:11:10,2025-04-11 17:23:46,IP Address,87.255.216.72,100,755,True,2025-04-11 17:23:46,R_3d9XGVwYcQ025rK,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Ер,Ағылшын,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Кейде қолданамын,Үнемі қолданамын,"Surprised ",Орташа,Қуаныш,Өте күшті,Эмоция жоқ,Әлсіз,Қайғыру,Өте күшті,Жындану,Өте күшті,Қуаныш,Күштілеу,Қорқыныш,Өте күшті,Мұң,Өте күшті,Кінә,,Өте күшті,,Қуаныш,Әлсіздеу,Ақымақтық,Өте күшті,Кінә,Өте күшті,Қанағат,Әлсіздеу,Мұң,Өте күшті,Қуаныш,Күштілеу,Ақымақтық,Орташа,Абдырап қалу,Күштілеу,Қайғы,Өте күшті,Кінә,Күштілеу,Жиіркенішті,Өте күшті,Қайғы,Өте күшті,Қуаныш,Әлсіз,Қайғы,Өте күшті,Жексұрындық,Орташа,Қуаныш,Орташа,Стресс,Өте күшті
2025-04-11 17:11:18,2025-04-11 17:30:19,IP Address,104.28.209.143,100,1140,True,2025-04-11 17:30:20,R_2klV1ZRnFc4nLNL,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс,Басқа (көрсетіңіз)",Француз,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Орыс",,Қазақ,,Үнемі қолданамын,Үнемі қолданамын,ұят,Күштілеу,Қуаныш,Өте күшті,кінә,Орташа,кінә,Күштілеу,ашу,Өте күшті,ырза,Күштілеу,Қорқыныш,Өте күшті,түңілу,Өте күшті,,кінә,Күштілеу,,кінә,Әлсіздеу,өкініш,Өте күшті,кінә,Өте күшті,ұят,Күштілеу,ұят,Күштілеу,мақтаныш,Өте күшті,өкініш,Күштілеу,ұят,Өте күшті,өкініш,Орташа,кінә,Күштілеу,жиіркеніш,Өте күшті,өкініш,Өте күшті,ұят,Әлсіз,кінә,Өте күшті,ұят,Күштілеу,жеңілдік,Күштілеу,түңілу,Өте күшті
2025-04-11 16:58:00,2025-04-11 17:34:37,IP Address,185.48.148.175,100,2197,True,2025-04-11 17:34:38,R_2Q8mP4E7Cwb4ymB,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Қазақ,,Жиі қолданамын,Үнемі қолданамын,дискомфорт,Әлсіздеу,қуаныш,Өте күшті,равнодушие,Күштілеу,"ұялу, ашу, депрессия",Күштілеу,ашу,Өте күшті,"алғыс, ризашылық",Өте күшті,"қорқыныш, стресс",Күштілеу,"қайғы, шарасыздық",Күштілеу,"ұялу, кірерге тесік таппау",,Өте күшті,"сыныптастарына деген пофигизм, емтиханға деген уайым",,Өте күшті,күйеуіне деген жеккөрініштік,Күштілеу,өкініш,Орташа,раздражение,Күштілеу,әлсіздік,Өте күшті,"бақыт, өздеріңе деген сенімділік пен мақтаныш",Өте күшті,"өкініш, өзің ақымақ сезінуі",Өте күшті,"екіжүзділік, немесе қулық, айлакер",Күштілеу,қайғы,Өте күшті,өкініш,Өте күшті,жиіркену,Өте күшті,"өзің түкке тұрғысыз сезіну, қайғы, мұң",Өте күшті,равнодушие,Күштілеу,"өкініш, ақымақтық, өзіңе деген ашу",Күштілеу,"ұялу, өзің түкке тұрғысыз сезіну",Өте күшті,қуаныш,Күштілеу,"депрессия, стресс",Күштілеу
2025-04-11 17:25:27,2025-04-11 17:41:12,IP Address,62.84.32.237,100,945,True,2025-04-11 17:41:13,R_6cq1a4P8Rwh6la1,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Ер,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Қазақ,,Қазақ,,Қазақ,,Кейде қолданамын,Үнемі қолданамын,"Ситуацияға қарай. Бірақ алаңдау ",Орташа,Қуаныш,Күштілеу,Сұрақта қате бар ма? Мағжан ешнәрсе сезінбейді,Әлсіздеу,Өкініш немесе күйіну,Орташа,Ашулану,Күштілеу,Қуаныш,Күштілеу,Қорқыныш,Күштілеу,Көңілі қалу,Күштілеу,Өкіну,,Күштілеу,Өкіну,,Күштілеу,Үрей мен қорқыныш,Күштілеу,Ашулану,Күштілеу,Таңқалу,Орташа,Қайғы,Күштілеу,Қуаныш пен рахаттану,Күштілеу,Өкіну,Күштілеу,Өкіну,Күштілеу,Қайғы,Күштілеу,Өкіну,Күштілеу,Шарасыздық,Орташа,Қайғы,Өте күшті,Немқұрайлылық,Орташа,Қайғы,Өте күшті,Өкіну,Күштілеу,Қуану,Күштілеу,Шарасыздық,Күштілеу
2025-04-11 17:34:17,2025-04-11 17:48:17,IP Address,193.108.117.100,100,839,True,2025-04-11 17:48:18,R_2QXbqWgu0bYuAmZ,,,,,50.1169,8.6837,anonymous,EN,Келісемін,26-35,Бакалавр дәрежесі,Әйел,Орыс,,Қазақ,,"Ағылшын,Қазақ,Орыс,Түрік",,"Қазақ,Орыс",,"Қазақ,Орыс",,Орыс,,Кейде қолданамын,Үнемі қолданамын,Үрей,Әлсіздеу,Қуаныш,Өте күшті,Игнор,Орташа,Мұң,Күштілеу,Ашу,Күштілеу,Қуаныш,Күштілеу,Қорқыныш,Күштілеу,Мұң,Орташа,,Білмеймін,Орташа,,-,Орташа,-,Күштілеу,-,Күштілеу,-,Күштілеу,-,Күштілеу,-,Әлсіздеу,-,Өте күшті,-,Орташа,-,Орташа,-,Күштілеу,-,Өте күшті,-,Орташа,-,Орташа,-,Әлсіздеу,-,Орташа,-,Орташа,-,Әлсіздеу
2025-04-11 17:35:56,2025-04-11 17:49:56,IP Address,87.255.216.86,100,839,True,2025-04-11 17:49:56,R_8pnJfCAUTScXpP9,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Орыс",,Орыс,,Жиі қолданамын,Кейде қолданамын,Ұят,Күштілеу,Қуаныш,Өте күшті,Немқұрайлылық,Әлсіздеу,Күйзеліс,Өте күшті,Реніш,Өте күшті,Ризашылық,Күштілеу,Қорқыныш,Өте күшті,Мұңаю,Өте күшті,Сасу,,Күштілеу,Ұят,,Өте күшті,Бақытсыздық,Өте күшті,Кінә,Өте күшті,Шүкіршілік,Орташа,Сезімтал,Күштілеу,Мақтаныш,Өте күшті,Өкініш,Күштілеу,-,Орташа,Алаңдау,Өте күшті,"Кінә, ұят, өкініш",Өте күшті,Жиіркеніш,Күштілеу,Өкініш,Өте күшті,-,Орташа,Кінә,Күштілеу,-,Орташа,Қуаныш,Күштілеу,Depressed,Күштілеу
2025-04-11 17:41:44,2025-04-11 17:50:25,IP Address,104.28.209.141,100,521,True,2025-04-11 17:50:26,R_2rSahYwMrxVOh6t,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Қазақ,,Қазақ,,Жиі қолданамын,Үнемі қолданамын,абдырап қалу,Орташа,бақыт,Өте күшті,түсінбестік,Орташа,өкініш,Өте күшті,ашу,Өте күшті,қолдау,Өте күшті,қорқыныш,Өте күшті,"мұң, ашу ыза",Күштілеу,ұят,,Өте күшті,,ұят,Өте күшті,өкініш,Өте күшті,өкініш,Өте күшті,ашу,Әлсіздеу,әлсіздік,Күштілеу,бақыт,Өте күшті,өкініш,Өте күшті,ұят,Өте күшті,қимастық,Өте күшті,ұят,Өте күшті,жиіркеніш,Өте күшті,өкініш,Өте күшті,ұят,Әлсіздеу,өкініш,Өте күшті,ұят,Өте күшті,қуаныш,Өте күшті,депрессия,Өте күшті
2025-04-11 16:58:07,2025-04-11 18:03:15,IP Address,87.255.216.83,100,3908,True,2025-04-11 18:03:16,R_8QY7P4XPic1G2dz,,,,,51.1876,71.4491,anonymous,EN,Келісемін,18-25,Бакалавр дәрежесі,Ер,Ағылшын,,Қазақ,,"Ағылшын,Қазақ,Орыс",,Қазақ,,"Қазақ,Орыс",,Қазақ,,Сирек қолданамын,Үнемі қолданамын,таңғалыс,Әлсіздеу,"Таңғалыс, шаттық, қуаныш",Өте күшті,ұялу,Орташа,"Өкініш, ыза",Өте күшті,Ашу,Өте күшті,Ризашыл,Күштілеу,Қорқыныш,Күштілеу,"Көңіл қалу, ашу",Күштілеу,Ұят,,Өте күшті,Ұят,,Өте күшті,Өкініш,Өте күшті,"Өкініш, өзіне ыза",Орташа,"Шүкіршілік, қуаныш",Әлсіздеу,Көңілсіз,Орташа,Мақтаныш,Күштілеу,Өкініш,Күштілеу,Ұят,Орташа,Өкініш,Күштілеу,Ыңғацсыздану,Күштілеу,Жиіркеніш,Орташа,Өкініш,Орташа,Қу,Әлсіздеу,Өкініш,Өте күшті,Мақтаныш,Орташа,"Жеңілдеу, қуаныш",Орташа,“ӨМІР” деген сезім,Күштілеу
2025-04-11 17:48:35,2025-04-11 18:11:50,IP Address,2.75.145.70,100,1394,True,2025-04-11 18:11:51,R_24bK8YVsFJc8INi,,,,,43.25,76.9167,anonymous,EN,Келісемін,18-25,Орта білім (Мектеп),Әйел,Ағылшын,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,"Ағылшын,Қазақ,Орыс",,Орыс,,Үнемі қолданамын,Үнемі қолданамын,"Ешқандай, тек бөтен ер адам болса таңғалу. ",Әлсіздеу,"Қуаныш, өз еңбегінің ләззатын, мақтаныш",Күштілеу,Бейтараптылық,Әлсіз,"Күйзеліс, өкініш",Күштілеу,"Ашу, агрессивті эмоциялар",Күштілеу,"Ризашылық, қанағат",Орташа,"Қорқыныш, үрей",Күштілеу,"Реніш, күйзеліс",Күштілеу,,Ұят,Әлсіздеу,,Аяушылық,Орташа,"Өкініш, қорқыныш ",Өте күшті,"Өзін-өзі жеу, сөгу",Күштілеу,Өз сөзіне ұялу,Күштілеу,Реніш,Күштілеу,Қуаныш,Күштілеу,Өкініш,Өте күшті,"Өтірікшілдік, әрекетсіздіа",Әлсіз,"Опықтық, өксік",Өте күшті,"Ұялғыштық, өз өзінің сабасына түсі",Күштілеу,Жиіркеніштік,Орташа,Қамырықты,Өте күшті,Бейтарапты,Орташа,"Өксіктік, өз-өзін жеу",Өте күшті,"Именушілік, ұят",Күштілеу,Шаттық,Орташа,Тәккапарлық,Орташа
2025-04-11 18:00:54,2025-04-11 18:19:46,IP Address,188.246.248.222,100,1132,True,2025-04-11 18:19:47,R_2F2PJksRCQlyA3O,,,,,43.25,76.9167,anonymous,EN,Келісемін,26-35,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Қазақ,Орыс",,"Қазақ,Орыс",,"Қазақ,Орыс",,Орыс,,Сирек қолданамын,Жиі қолданамын,Ынгайсыздык,Әлсіз,Куаныш,Өте күшті,Равнодушие,Әлсіз,Екинши орынга ие болганы ушин куаныш,Орташа,Злость,Күштілеу,"Благодарность ",Өте күшті,Коркыныш,Орташа,"Разочарование ",Өте күшті,Стыд,,Өте күшті,,Удивление,Күштілеу,Сожаление,Өте күшті,"Чувство вины ",Өте күшті,Смущение,Күштілеу,"Облегчение ",Күштілеу,Куаныш,Өте күшті,"Сожаление ",Өте күшті,Стыд,Орташа,Сомнение,Өте күшті,Неловкость,Өте күшті,Отвращение,Өте күшті,Сожаление,Өте күшті,Азарт,Орташа,"Сожаление ",Өте күшті,Радость,Күштілеу,Спокойствие,Өте күшті,Переживание,Күштілеу
2025-04-11 18:10:04,2025-04-11 18:40:10,IP Address,194.0.125.50,100,1806,True,2025-04-11 18:40:11,R_9yoBESlfwALFlDz,,,,,44.8496,65.5155,anonymous,EN,Келісемін,26-35,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Қазақ,Орыс",,"Қазақ,Орыс",,Орыс,,Қазақ,,Сирек қолданамын,Үнемі қолданамын,Ұялу,Орташа,МАМААААА,Өте күшті,"НОРМАЛЬНО ",Орташа,Өз өзін қолға алуы тиіс,Өте күшті,ашулы,Өте күшті,қамқорлық,Күштілеу,"Үрей ",Күштілеу,Жылау,Өте күшті,"Өзінің кінәсін сезініп мойындау, және қайталамау",,Өте күшті,,Кінәлі сезіну,Күштілеу,өкініш,Өте күшті,кінә,Күштілеу,"Шүкіршілік жасап, даму алға қарай, бір орында қалып қоймау керектігін сезіну",Күштілеу,"Жеңілу, жеңілдеу",Күштілеу,"Өз өзін тану, өзін бағалау",Өте күшті,"Өкініш, қадірін білу",Өте күшті,ештеңе все нормально,Орташа,сұрақты түсінбедім,Әлсіз,әрине кінасын сезініп кешірім сұрау,Күштілеу,Ашулану,Өте күшті,өкіну,Өте күшті,ештеңе нормально,Өте күшті,өкіну,Өте күшті,тупой вопрос,Өте күшті,өте қуану,Өте күшті,"өзін қолға алу ",Өте күшті
2025-04-11 18:19:01,2025-04-11 18:49:09,IP Address,193.193.254.207,100,1808,True,2025-04-11 18:49:10,R_9kNCkCCXHrNl1hk,,,,,50.4273,80.2721,anonymous,EN,Келісемін,36-45,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Қазақ,Орыс",,Қазақ,,Қазақ,,Қазақ,,Кейде қолданамын,Жиі қолданамын,"жалаңаш емес, жалаңаяқ отырсам нормально сезінемін өзімді",Орташа,керемет,Өте күшті,ешқандай,Орташа,разочарование,Әлсіздеу,злость,Әлсіздеу,"жақсы ",Күштілеу,қорқыныш,Әлсіздеу,көңіл-күйі түсіп кетті,Әлсіздеу,,ар-ұяты оянды,Әлсіз,,мучила бы совесть,Әлсіздеу,қорқыныш,Әлсіз,угрызение совести,Әлсіз,угрызение совести,Орташа,әлсіздік,Әлсіздеу,қуаныш,Өте күшті,разочарование,Әлсіздеу,притворство,Әлсіз,әлсіздік,Әлсіздеу,ар-ұяты оянды,Әлсіздеу,приступ тошноты,Орташа,өкініш,Әлсіз,разочарование,Әлсіздеу,өкініш,Әлсіз,әлсіздік,Әлсіз,қуаныш,Күштілеу,күйзеліс,Әлсіздеу
2025-04-11 18:39:01,2025-04-11 19:00:01,IP Address,37.151.70.83,100,1260,True,2025-04-11 19:00:02,R_8JVXHl0VNbey4cZ,,,,,51.1876,71.4491,anonymous,EN,Келісемін,26-35,Бакалавр дәрежесі,Ер,Қазақ,,Қазақ,,Қазақ,,"Қазақ,Орыс",,"Қазақ,Орыс",,Қазақ,,Мүлдем қолданбаймын,Жиі қолданамын,ынгайсыз,Күштілеу,Куаныш,Өте күшті,Еленбей калганын сезинеди муңаю,Орташа,"реніш, өзін жек көру , еңсесі түсу",Күштілеу,"ашу ыза , тусиниспеушилик ",Өте күшті,"куаныш ",Өте күшті,коркыныш,Өте күшті,капалану,Күштілеу,,"адилетсиздик ",Күштілеу,,"капалану мен дайындалмай ол дайындалып тусе алмай калды деп конил куйи тусип кетеди , бирак ондай эмоцияны кобине аз кездеседи",Әлсіздеу,"киналу абигерге тусу неге келдик деп капалану мумкин
",Күштілеу,жауапкершиилик сезинбегени ушин озин жеп кору мумкин,Орташа,я ата ол кездк баска деп айтуы мумкин,Әлсіздеу,жубаныш,Күштілеу,менде сондай жетистик жетсем екен,Орташа,"багаламаган айелин , дер кезинде демеу болмадым деп капалану",Күштілеу,ынгайсыздык,Орташа,бос кенистик,Орташа,ашулы,Орташа,рениш,Күштілеу,катты куйзелиске тусу мумкин озин кіналәу,Күштілеу,"колданса ешкандай эмоция болмайды калыпты ",Әлсіздеу,озин киналу сезину мумкин,Күштілеу,"бос нарсе екенин сезинеди ",Күштілеу,куану,Өте күшті,рениш,Өте күшті
2025-04-11 21:06:18,2025-04-11 21:24:50,IP Address,5.76.132.98,100,1111,True,2025-04-11 21:24:51,R_1hEY01q8iJib05b,,,,,44.8496,65.5155,anonymous,EN,Келісемін,26-35,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Қазақ,Орыс",,"Қазақ,Орыс",,"Қазақ,Орыс",,Қазақ,,Кейде қолданамын,Үнемі қолданамын,"Ешқандай, қалыпты",Әлсіздеу,қуанышты,Өте күшті,онша емес,Орташа,өте нашар сезім,Әлсіз,"жағымсыз, әлсіз",Әлсіз,қуанышты,Өте күшті,қорқынышты,Әлсіз,нашар,Әлсіз,Өте нашар сезім,,Әлсіз,,әділетсіз,Орташа,"Қорқыныш ",Әлсіз,Кінәлі сезіну,Орташа,"Түсінсе қуанады, түсінбесе …",Орташа,нашар,Әлсіз,"марапат, қуаныш",Өте күшті,Қадірін түсінді,Әлсіз,дұрыс емес,Әлсіз,Әлсіз,Әлсіздеу,ұялды,Әлсіз,жиіркенішті,Әлсіздеу,өкініш,Әлсіз,қуаныш,Орташа,өзін кінәлі сезіну,Әлсіз,ұят,Әлсіз,қуаныш,Күштілеу,нашар,Әлсіз
2025-04-11 20:39:40,2025-04-11 21:33:10,IP Address,92.47.138.136,100,3209,True,2025-04-11 21:33:11,R_2v6We1c1QUM1ecn,,,,,52.2833,76.9667,anonymous,EN,Келісемін,46-55,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Қазақ,Орыс",,Қазақ,,Қазақ,,Қазақ,,Сирек қолданамын,Үнемі қолданамын,Ұйаоу сезімі болуы иүмкін,Күштілеу,Қатты қуану,Өте күшті,Оған күлкілі емес болу крек,Әлсіз,Кінәлі,Күштілеу,Түсініксіз халде,Орташа,Риза болу,Өте күшті,Қорқу,Күштілеу,Жабырқау,Орташа,,Өзін  өзі іштей кінәлау,Күштілеу,Амалсвздық,,Орташа,Өкіну,Өте күшті,Кінәлі,Орташа,Салыстыру,Әлсіздеу,Аяу,Орташа,Мақтанк,Өте күшті,Өкіну,Күштілеу,Өзін алдау,Орташа,Шешімін өзгерту,Өте күшті,Кешіру,Өте күшті,Жеркену,Күштілеу,Өкіну,Өте күшті,Салыстыру,Орташа,Өзін кінәлау,Күштілеу,Өзін күшті сезіну,Күштілеу,Қуану,Өте күшті,Тәуекелге бару сезімі,Өте күшті
2025-04-11 21:57:26,2025-04-11 22:11:28,IP Address,92.47.164.162,100,841,True,2025-04-11 22:11:28,R_28GrdnfZmF9uifD,,,,,51.1876,71.4491,anonymous,EN,Келісемін,26-35,Бакалавр дәрежесі,Әйел,Қазақ,,Қазақ,,"Ағылшын,Қазақ,Орыс",,"Қазақ,Орыс",,"Қазақ,Орыс",,Орыс,,Жиі қолданамын,Жиі қолданамын,Таңданыс,Орташа,Қуаныш,Өте күшті,Немқұрайлық,Әлсіздеу,Көңілсіздік,Өте күшті,Ыза,Өте күшті,Ризашылық,Өте күшті,Қорқыныш,Өте күшті,Көңіліздік,Күштілеу,,Көңілсіздік,Күштілеу,,Ыңғайсыздық,Орташа,"Қорқыныш үрей ",Өте күшті,Ыза,Күштілеу,Өкініш,Күштілеу,Реніш,Күштілеу,"Ризашылық қуаныш ",Өте күшті,Өкініш,Өте күшті,Ұят ыңғайсыздық,Орташа,"Үрей ,жан ашырлық",Өте күшті,Ыңғайсыздық,Күштілеу,Жиіркеніштік,Орташа,Өкініш,Өте күшті,Рақаттану,Күштілеу,"Кінәлау ",Күштілеу,Жиіркеніш өкініш,Өте күшті,Ризашылық қанағат,Күштілеу,"Ыза, өкініш",Күштілеу
2025-04-11 21:55:26,2025-04-11 22:18:06,IP Address,176.64.18.83,100,1360,True,2025-04-11 22:18:07,R_1THiZaCgbiU2V2d,,,,,43.25,76.9167,anonymous,EN,Келісемін,26-35,Орта білім (Мектеп),Әйел,Қазақ,,Қазақ,,"Қазақ,Орыс,Түрік",,Қазақ,,"Қазақ,Орыс",,Қазақ,,Сирек қолданамын,Үнемі қолданамын,Үнемі шұлықпен жүремін үйде,Орташа,Қуанамын жоғарғы оқу орнына түскеніне,Өте күшті,Мағжан үшін білмедім қандай эмоцияда болатынын,Орташа,Берілмеу керек жеңіліс кезінде,Орташа,Дұрыс емес деп ойлаймын,Орташа,Қолдаймын көмек үшін,Өте күшті,Қорқыныш сезімін,Әлсіздеу,Өкінішті сезім,Орташа,Нашар сезімде болады,,Әлсіз,Көшіру дұрыс емес. Өз білімінің деңгейімен жауап беру керек,,Әлсіздеу,Қате шешім үшін өкініш сезімі болды,Әлсіздеу,Өте қате қадам,Әлсіздеу,Әлсіз сезім,Әлсіздеу,Әлсіз,Әлсіз,Күшті өте,Өте күшті,Нашар,Әлсіз,Күшті,Күштілеу,Мәжбүр болған,Әлсіз,Ыңғайсыздық,Әлсіздеу,Әлсіздеу,Әлсіздеу,Дұрыс емес әрекет,Әлсіз,Орташа,Орташа,Дұрыс емес,Әлсіз,Білмедім,Әлсіздеу,Күшті,Өте күшті,Әлсіз,Әлсіз
2025-04-11 21:42:39,2025-04-11 22:29:55,IP Address,95.57.252.218,100,2835,True,2025-04-11 22:29:56,R_86TPdglczgrGQ6J,,,,,51.1876,71.4491,anonymous,EN,Келісемін,46-55,Бакалавр дәрежесі,Әйел,Орыс,,Қазақ,,"Қазақ,Орыс",,Орыс,,Орыс,,Орыс,,Мүлдем қолданбаймын,Кейде қолданамын,Уялып калу,Әлсіздеу,Куаныш,Өте күшті,"Тусинбеуы мумкын ",Орташа,Окыныш,Күштілеу,Ашу,Орташа,Алгыс,Күштілеу,Коркыныш,Өте күшті,Разочарование,Орташа,,Уят,Өте күшті,Уят,,Орташа,"Сожаление ",Өте күшті,Окыныш,Күштілеу,Уят,Орташа,"Злость за свою слабость ",Орташа,Куаныш,Өте күшті,"Сожаление ",Өте күшті,Уят,Орташа,Жылау,Орташа,Ашу,Күштілеу,Отвращение,Күштілеу,"Сожаление ",Өте күшті,"Куаныш ",Орташа,"Сожаление ",Өте күшті,Уят,Орташа,Куаныш,Өте күшті,"Сожаление ",Күштілеу
2025-04-11 21:41:46,2025-04-11 22:30:58,IP Address,95.82.126.28,100,2952,True,2025-04-11 22:30:59,R_2kebLua81CxaDMi,,,,,43.25,76.9167,anonymous,EN,Келісемін,26-35,Магистр дәрежесі,Әйел,Қазақ,,Қазақ,,Қазақ,,Қазақ,,"Қазақ,Орыс",,Қазақ,,Мүлдем қолданбаймын,Жиі қолданамын,"Норм ",Әлсіз,😍,Өте күшті,🙌🏻,Орташа,"Грустно ",Әлсіз,"Ашу ",Күштілеу,"Куаныш , алгыс",Күштілеу,Коркыныш,Күштілеу,"Грусть ",Әлсіздеу,,Ашу,Өте күшті,Уят,,Орташа,Окиниш,Күштілеу,"Грусть ",Күштілеу,Шукиршилик,Орташа,"Шаршау ",Күштілеу,"Мактаныш ",Өте күшті,Окиниш,Өте күшті,🥲,Әлсіздеу,😭,Өте күшті,😳  ұят,Күштілеу,Жиіркенші,Орташа,"Грусть ",Өте күшті,Норм,Орташа,Окиниш,Өте күшті,Аяныш,Күштілеу,Куаныш,Күштілеу,😭,Әлсіз
