Response ID,age,gender,education,other_langs,thought_lang - Selected Choice,comfort_emotion_lang - Selected Choice,daily_eng,most_used_lang - Selected Choice,most_used_lang - Other (please specify below) - Text,lang_instruction - Selected Choice,lang_instruction - Other (please specify below) - Text,variable,value
R_1QKRLRNMycAAiws,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Broken
R_7OHi6sgiNIkRb1D,46-55,Female,Secondary education (High school),Nothing ,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Sad
R_7HJYgltYfd7W4Ip,46-55,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Vulnerable
R_6CKuCcTMYTh3BdE,56+,Female,Master’s degree,none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",overwelled
R_34gws0kx39UhGbD,46-55,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Unhappy 
R_3E0PeL2dDOLlEFI,36-45,Male,Secondary education (High school),,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Stress
R_729Koo0SOsMXMnn,56+,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Sadness 
R_5flVqodrpIHNUFu,36-45,Female,Secondary education (High school),,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",overwhelmed
R_6Ov226ING9ZD20L,36-45,Female,Bachelor’s degree,English,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Overwhelmed
R_6LMXBbF8WDwL9NX,56+,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",exhausted
R_5Gy5GPrz4SWuuH2,36-45,Female,Bachelor’s degree,Russian,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Anxious
R_6WQK8obG9ELgabf,26-35,Male,Primary education,none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",saddnes
R_1xQKA63Ya8INRND,56+,Male,Doctorate (Ph.D.),none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",embarrassment
R_3QgiDi6LVafBCa8,56+,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",panicky
R_63xKbOJ9nnzxHm9,36-45,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",exhuasted
R_6FG9aCY3xBmsaY4,26-35,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Sad
R_5OXnLupIihHKg6Z,46-55,Female,Secondary education (High school),English,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",upset
R_7r0vpFUDZ0D0doN,18-25,Non-binary,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Anxious
R_11JLrAN7mh0UReV,26-35,Male,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Distraught
R_1PmK7w5cqTelO5Q,26-35,Female,Bachelor’s degree,German,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Embarassment
R_5a8BrPA6iwWqzct,26-35,Male,Master’s degree,non,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",sad
R_3poqxx6qUvv4xdd,26-35,Male,Bachelor’s degree,Yourba,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Aad
R_17WgeNNCjJAzHLn,26-35,Male,Secondary education (High school),1,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",embarssment
R_11BNXQR0I6Yo0rU,56+,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Sadness
R_34GabVuMttFsAjn,18-25,Female,Master’s degree,none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Stressed
R_3DUOrXAnGYbIn1A,26-35,Male,Secondary education (High school),,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Broken
R_3bZecrIP03ypQTS,26-35,Male,Bachelor’s degree,"English, Spanish",English,English,Probably yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",angry
R_3Cg3AArw8AABawh,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Frustration
R_1lLDhiyHJrTwUAm,56+,Female,Secondary education (High school),,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Anxiety
R_5hcpmYMKqM46qQ1,26-35,Female,Bachelor’s degree,Yes,English,English,Probably yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:","In this situation, Jenna would likely be experiencing overwhelm, distress, and possibly a sense of failure or loss of control, leading to the uncontrollable crying. "
R_10dUFJulVNWRH8V,36-45,Female,Master’s degree,,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",Sadness
R_6QyOdq9nqUQzMz3,46-55,Male,Primary education,,English,English,Definitely yes,English,,English,,"'Jenna was trying her best to stay composed, but pushed past her capacity, she broke down, crying uncontrollably. '
Name the emotion Jenna would feel in this situation:",sadness
R_4KbMUki2qMYU1gJ,56+,Female,No formal education,,Other (please specify),English,Probably not,Other (please specify below),,3,,intensity.13,4-Rather strong
R_1PB00TTXcQ3MrZf,18-25,Male,Secondary education (High school),na,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_1zuQePlilZKo434,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_33j6oCssq7eKr41,26-35,Male,Bachelor’s degree,"Swahili, French",English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_7uJbB6K8mNsdiTj,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_1NPtZ3yyFjxs7wT,26-35,Female,Master’s degree,Armenian,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_1AtRMBho8o1BLRn,18-25,Female,Master’s degree,,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_7ikw3tQKwns8oai,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_3DzYVx6jhWFiMFu,26-35,Male,Master’s degree,,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_5aJ5773izxZgBUM,56+,Male,Master’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_5pncMA5SbRE4Hcf,36-45,Male,Bachelor’s degree,English,English,English,Definitely yes,English,,English,,intensity.13,3-Medium
R_5GLcq5ZonHUe48x,18-25,Male,Bachelor’s degree,None.,English,English,Definitely yes,English,,English,,intensity.13,2-Rather weak
R_5YjttLicw3JmDdf,18-25,Male,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_5Q5Fh4fbdsKWfJJ,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_3CkzQ1WXgXTyWrN,26-35,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_1GCghImduWIE6i4,18-25,Male,Bachelor’s degree,Mandarin,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_1x3AgDBglm6emAh,36-45,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_5CTTORsw7UqrMhf,36-45,Male,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_699YBunJXF8rkQF,26-35,Male,Secondary education (High school),American Sign Language,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_6B3BJILoA8iAxsp,36-45,Male,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_107h1Vn7CV1doqN,36-45,Male,Master’s degree,I speak only English,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_1kM2sYw0yILPpYN,26-35,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_7rJzJXebMVwXdAa,36-45,Female,Master’s degree,na,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_7E0rQuIBfE8K5mg,26-35,Female,Bachelor’s degree,non,English,English,Definitely yes,English,,English,,intensity.13,3-Medium
R_3GtSUKXRfoX41Il,26-35,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_3dcvKW5b4zEDQoY,18-25,Male,Bachelor’s degree,Chaldean,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_5loSb2FnG8EckOY,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_6lE17npzadUddst,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_3zuWbC5oWUkttXh,26-35,Male,Bachelor’s degree,spanish,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_1QKRLRNMycAAiws,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_7OHi6sgiNIkRb1D,46-55,Female,Secondary education (High school),Nothing ,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_7HJYgltYfd7W4Ip,46-55,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_6CKuCcTMYTh3BdE,56+,Female,Master’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_34gws0kx39UhGbD,46-55,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_3E0PeL2dDOLlEFI,36-45,Male,Secondary education (High school),,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_729Koo0SOsMXMnn,56+,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_5flVqodrpIHNUFu,36-45,Female,Secondary education (High school),,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_6Ov226ING9ZD20L,36-45,Female,Bachelor’s degree,English,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_6LMXBbF8WDwL9NX,56+,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_5Gy5GPrz4SWuuH2,36-45,Female,Bachelor’s degree,Russian,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_6WQK8obG9ELgabf,26-35,Male,Primary education,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_1xQKA63Ya8INRND,56+,Male,Doctorate (Ph.D.),none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_3QgiDi6LVafBCa8,56+,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_63xKbOJ9nnzxHm9,36-45,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_6FG9aCY3xBmsaY4,26-35,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_5OXnLupIihHKg6Z,46-55,Female,Secondary education (High school),English,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_7r0vpFUDZ0D0doN,18-25,Non-binary,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_11JLrAN7mh0UReV,26-35,Male,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_1PmK7w5cqTelO5Q,26-35,Female,Bachelor’s degree,German,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_5a8BrPA6iwWqzct,26-35,Male,Master’s degree,non,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_3poqxx6qUvv4xdd,26-35,Male,Bachelor’s degree,Yourba,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_17WgeNNCjJAzHLn,26-35,Male,Secondary education (High school),1,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_11BNXQR0I6Yo0rU,56+,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,intensity.13,4-Rather strong
R_34GabVuMttFsAjn,18-25,Female,Master’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_3DUOrXAnGYbIn1A,26-35,Male,Secondary education (High school),,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_3bZecrIP03ypQTS,26-35,Male,Bachelor’s degree,"English, Spanish",English,English,Probably yes,English,,English,,intensity.13,3-Medium
R_3Cg3AArw8AABawh,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_1lLDhiyHJrTwUAm,56+,Female,Secondary education (High school),,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_5hcpmYMKqM46qQ1,26-35,Female,Bachelor’s degree,Yes,English,English,Probably yes,English,,English,,intensity.13,4-Rather strong
R_10dUFJulVNWRH8V,36-45,Female,Master’s degree,,English,English,Definitely yes,English,,English,,intensity.13,5- Very strong
R_6QyOdq9nqUQzMz3,46-55,Male,Primary education,,English,English,Definitely yes,English,,English,,intensity.13,3-Medium
R_4KbMUki2qMYU1gJ,56+,Female,No formal education,,Other (please specify),English,Probably not,Other (please specify below),,3,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",сыф
R_1PB00TTXcQ3MrZf,18-25,Male,Secondary education (High school),na,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",accomplishment
R_1zuQePlilZKo434,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Joy
R_33j6oCssq7eKr41,26-35,Male,Bachelor’s degree,"Swahili, French",English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy
R_7uJbB6K8mNsdiTj,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",happiness
R_1NPtZ3yyFjxs7wT,26-35,Female,Master’s degree,Armenian,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",happiness
R_1AtRMBho8o1BLRn,18-25,Female,Master’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",pride
R_7ikw3tQKwns8oai,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",accomplished
R_3DzYVx6jhWFiMFu,26-35,Male,Master’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Accomplishment
R_5aJ5773izxZgBUM,56+,Male,Master’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",joy
R_5pncMA5SbRE4Hcf,36-45,Male,Bachelor’s degree,English,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",pride 
R_5GLcq5ZonHUe48x,18-25,Male,Bachelor’s degree,None.,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy
R_5YjttLicw3JmDdf,18-25,Male,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",joy
R_5Q5Fh4fbdsKWfJJ,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Encouraged
R_3CkzQ1WXgXTyWrN,26-35,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Satisfaction
R_1GCghImduWIE6i4,18-25,Male,Bachelor’s degree,Mandarin,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",confidence
R_1x3AgDBglm6emAh,36-45,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",pride
R_5CTTORsw7UqrMhf,36-45,Male,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Elation
R_699YBunJXF8rkQF,26-35,Male,Secondary education (High school),American Sign Language,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Accomplished
R_6B3BJILoA8iAxsp,36-45,Male,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",accomplished
R_107h1Vn7CV1doqN,36-45,Male,Master’s degree,I speak only English,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:","The emotion the team would likely feel in this situation is pride or satisfaction. After months of hard work, the successful completion of their project and receiving praise from their boss would lead to a sense of accomplishment and pride in their efforts."
R_1kM2sYw0yILPpYN,26-35,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Accomplished
R_7rJzJXebMVwXdAa,36-45,Female,Master’s degree,na,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",happy
R_7E0rQuIBfE8K5mg,26-35,Female,Bachelor’s degree,non,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Pride
R_3GtSUKXRfoX41Il,26-35,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Accomplishment
R_3dcvKW5b4zEDQoY,18-25,Male,Bachelor’s degree,Chaldean,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy
R_5loSb2FnG8EckOY,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",proud
R_6lE17npzadUddst,18-25,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy
R_3zuWbC5oWUkttXh,26-35,Male,Bachelor’s degree,spanish,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",joy
R_1QKRLRNMycAAiws,26-35,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",appreciated
R_7OHi6sgiNIkRb1D,46-55,Female,Secondary education (High school),Nothing ,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy 
R_7HJYgltYfd7W4Ip,46-55,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Elated
R_6CKuCcTMYTh3BdE,56+,Female,Master’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",pride
R_34gws0kx39UhGbD,46-55,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Amazed 
R_3E0PeL2dDOLlEFI,36-45,Male,Secondary education (High school),,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy
R_729Koo0SOsMXMnn,56+,Male,Master’s degree,Spanish,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happiness 
R_5flVqodrpIHNUFu,36-45,Female,Secondary education (High school),,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",pride
R_6Ov226ING9ZD20L,36-45,Female,Bachelor’s degree,English,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Pride
R_6LMXBbF8WDwL9NX,56+,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",accomplished
R_5Gy5GPrz4SWuuH2,36-45,Female,Bachelor’s degree,Russian,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Pride
R_6WQK8obG9ELgabf,26-35,Male,Primary education,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",pride
R_1xQKA63Ya8INRND,56+,Male,Doctorate (Ph.D.),none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",competent
R_3QgiDi6LVafBCa8,56+,Female,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",pride
R_63xKbOJ9nnzxHm9,36-45,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",excited
R_6FG9aCY3xBmsaY4,26-35,Female,Secondary education (High school),none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Accomplished
R_5OXnLupIihHKg6Z,46-55,Female,Secondary education (High school),English,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy and fulfilled
R_7r0vpFUDZ0D0doN,18-25,Non-binary,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Congratulatory 
R_11JLrAN7mh0UReV,26-35,Male,Bachelor’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Joy
R_1PmK7w5cqTelO5Q,26-35,Female,Bachelor’s degree,German,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Relief
R_5a8BrPA6iwWqzct,26-35,Male,Master’s degree,non,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",very happy
R_3poqxx6qUvv4xdd,26-35,Male,Bachelor’s degree,Yourba,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy
R_17WgeNNCjJAzHLn,26-35,Male,Secondary education (High school),1,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",satisfaction
R_11BNXQR0I6Yo0rU,56+,Female,Bachelor’s degree,,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Proud
R_34GabVuMttFsAjn,18-25,Female,Master’s degree,none,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Happy
R_3DUOrXAnGYbIn1A,26-35,Male,Secondary education (High school),,English,English,Definitely yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",Excitement 
R_3bZecrIP03ypQTS,26-35,Male,Bachelor’s degree,"English, Spanish",English,English,Probably yes,English,,English,,"'After months of hard work, a team successfully completed their project and was praised by their boss.'
Name the emotion the team  would feel in this situation:",calm
